accNumber,N_Mvt,Journal,Date,Piece_Number,S,Reference,Debit,Credit,Total
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"104,50","-25 058,38"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 943,10",NaN,"-16 115,28"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,NaN,"3 558,67","-19 673,95"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 02/2016,NaN,"5 077,27","-24 751,22"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS OUVRIER 03/2016,NaN,"3 904,69","-28 655,91"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS CHAMBRE DES SALARIE...,NaN,"320,00","-28 975,91"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"10 036,75",NaN,"-18 939,16"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 04/2016 OUVRIER,NaN,"3 557,79","-22 496,95"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 04/2016 EMPLOYE,NaN,"5 069,98","-27 566,93"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 05/2016 OUVRIER,NaN,"3 743,61","-31 310,54"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) 05/2016 EMPLOYE,NaN,"5 326,11","-36 636,65"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS OUVRIER 06/16,NaN,"4 248,70","-40 885,35"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS EMPLOYE 06/16,NaN,"5 648,32","-46 533,67"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS OUVRIER,NaN,"4 115,16","-50 648,83"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS EMPLOYE,NaN,"5 529,13","-56 177,96"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS SOLDE CONGE,NaN,"127,69","-56 305,65"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) CCSS PRIME,NaN,"296,21","-56 601,86"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 425,00",NaN,"-48 176,86"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 593,40",NaN,"-39 583,46"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"10 000,00",NaN,"-29 583,46"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) SAL. 08/2016,NaN,"6 107,81","-35 691,27"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"15 422,06",NaN,"-20 269,21"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 822,26","-23 091,47"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"6 276,16","-29 367,63"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"7 666,51",NaN,"-21 701,12"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 707,22","-24 408,34"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"6 138,72","-30 547,06"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 812,10","-33 359,16"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"2 287,25","-35 646,41"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 811,16","-38 457,57"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"430,79",NaN,"-38 026,78"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"629,05","-38 655,83"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) REMBOURSEMENT MUTUALITE,"12 109,15",NaN,"-26 546,68"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"175,56","-26 722,24"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 638,87",NaN,"-18 083,37"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"156,71","-18 240,08"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 872,20","-21 112,28"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"6 545,46","-27 657,74"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5,52","-27 663,26"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 663,04","-30 326,30"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"7 088,20",NaN,"-23 238,10"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"2 162,11",NaN,"-21 075,99"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"9 454,15",NaN,"-11 621,84"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"97,94","-11 719,78"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"98,52","-11 818,30"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 285,78","-14 104,08"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 286,03","-19 390,11"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"248,00","-19 638,11"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 569,76",NaN,"-14 068,35"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"588,10","-14 656,45"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"537,34","-15 193,79"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"1 596,08","-16 789,87"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 074,20","-21 864,07"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 283,85","-27 147,92"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"7 612,68",NaN,"-19 535,24"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"1 388,46","-20 923,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 219,57","-26 143,27"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"799,95",NaN,"-25 343,32"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 432,21","-27 775,53"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 141,82","-32 917,35"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"6 287,18",NaN,"-26 630,17"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 778,35","-29 408,52"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 540,03",NaN,"-20 868,49"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 622,43","-23 490,92"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"5 214,55","-28 705,47"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 419,00",NaN,"-20 286,47"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 680,60","-22 967,07"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 960,41","-27 927,48"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) RBMNT MUTUALITE 08/2017,"131,69",NaN,"-27 795,79"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"7 513,68",NaN,"-20 282,11"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 585,72","-23 867,83"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 199,45","-28 067,28"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"97,92",NaN,"-27 969,36"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 456,55","-31 425,91"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"3 778,07",NaN,"-27 647,84"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"3 748,14","-31 395,98"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"4 372,53","-35 768,51"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 337,85","-39 106,36"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 992,93","-43 099,29"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"10 000,00",NaN,"-33 099,29"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 648,18","-36 747,47"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 011,28","-40 758,75"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"289,00","-41 047,75"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) REMB. MUTUALITE,"6,20",NaN,"-41 041,55"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"387,28","-41 428,83"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"551,33","-41 980,16"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"2 512,70",NaN,"-39 467,46"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 000,00",NaN,"-34 467,46"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 011,97","-38 479,43"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 131,59","-42 611,02"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) MUTUALITE,"494,37",NaN,"-42 116,65"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 905,35","-46 022,00"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) REMB. MUTUALITE,"378,25",NaN,"-45 643,75"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 811,42",NaN,"-39 832,33"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 011,96","-43 844,29"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 368,81","-47 213,10"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"7 513,15",NaN,"-39 699,95"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 857,47","-43 557,42"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 341,64","-46 899,06"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"10 000,00",NaN,"-36 899,06"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"330,47",NaN,"-36 568,59"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"11 000,00",NaN,"-25 568,59"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 095,16","-29 663,75"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 336,83","-33 000,58"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"297,15","-33 297,73"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"122,36",NaN,"-33 175,37"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"66,55","-33 241,92"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 835,12","-36 077,04"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,NaN,"227,00","-36 304,04"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 000,00",NaN,"-28 304,04"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 865,32","-32 169,36"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 291,78","-35 461,14"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,"1 353,94",NaN,"-34 107,20"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"10 000,00",NaN,"-24 107,20"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"9 344,70",NaN,"-14 762,50"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"307,23","-15 069,73"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 042,60","-19 112,33"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 327,37","-22 439,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 515,33","-25 955,03"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 188,26","-29 143,29"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) MUTUALITE,"2 385,40",NaN,"-26 757,89"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"674,84",NaN,"-26 083,05"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 913,70",NaN,"-20 169,35"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"918,73",NaN,"-19 250,62"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 942,19","-23 192,81"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 291,60","-26 484,41"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) MUTUALITE 2019 08,"1 811,87",NaN,"-24 672,54"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) MUTUALITE 2019 07,"674,84",NaN,"-23 997,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"1 332,55",NaN,"-22 665,15"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"8 640,49",NaN,"-14 024,66"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"3 777,86","-17 802,52"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"111,70",NaN,"-17 690,82"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"4 375,03",NaN,"-13 315,79"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 881,98","-18 197,77"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 530,02","-20 727,79"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(OD) Centre Commun de Sécurité...,"1 864,91",NaN,"-18 862,88"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,"15,33",NaN,"-18 847,55"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"280,43","-19 127,98"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"4 023,36","-23 151,34"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 515,21","-25 666,55"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) Centre Commun de Sécur...,"5 000,00",NaN,"-20 666,55"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"2 508,53","-23 175,08"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,(SAL) Centre Commun de Sécurit...,NaN,"61,96","-23 237,04"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"328,66","-23 565,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"31,00","-23 596,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"227,00","-23 823,70"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"272,36","-24 096,06"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"2 464,82","-26 560,88"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"11 947,05",NaN,"-14 613,83"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"4 016,63","-18 630,46"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"2 471,07","-21 101,53"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"1 966,45",NaN,"-19 135,08"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"5 000,00",NaN,"-14 135,08"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"3 664,03","-17 799,11"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"2 465,08","-20 264,19"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,09/2020,NaN,"146,31","-20 410,50"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,09/2020,NaN,"2 871,36","-23 281,86"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,09/2020,NaN,"2 471,33","-25 753,19"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"715,07",NaN,"-25 038,12"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,CCSS,"5 162,00",NaN,"-19 876,12"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"3 027,78","-22 903,90"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"2 464,82","-25 368,72"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"453,93",NaN,"-24 914,79"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"1 018,26",NaN,"-23 896,53"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,"7 000,00",NaN,"-16 896,53"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"3 114,01","-20 010,54"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,Centre Commun de Sécurité Soci...,NaN,"2 465,08","-22 475,62"
4621000000,5015,AN,2021-01-01 00:00:00,40,S,12.2020,NaN,"3 311,08","-25 786,70"
4621000000,4960,OD,2021-01-16 00:00:00,279,B,MUTUALITE 16.01.2021,"308,00",NaN,"-25 478,70"
4621000000,4728,BLU05,2021-01-22 00:00:00,1121,B,Centre Commun de Sécurité Soci...,"2 500,00",NaN,"-22 978,70"
4621000000,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,NaN,"3 608,10","-26 586,80"
4621000000,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,NaN,"2 463,57","-29 050,37"
4621000000,4790,BLU05,2021-02-09 00:00:00,1131,B,Centre Commun de Sécurité Soci...,"5 300,00",NaN,"-23 750,37"
4621000000,4799,BLU05,2021-02-22 00:00:00,1140,B,Centre Commun de Sécurité Soci...,"8 032,27",NaN,"-15 718,10"
4621000000,4764,OD,2021-02-28 00:00:00,273,B,02/2021,NaN,"3 558,57","-19 276,67"
4621000000,4764,OD,2021-02-28 00:00:00,273,B,02/2021,NaN,"2 457,33","-21 734,00"
4621000000,4958,OD,2021-03-13 00:00:00,277,B,MUTUALITE 13.03.2021,"2 002,21",NaN,"-19 731,79"
4621000000,4806,SAL,2021-03-31 00:00:00,103,B,03/2021,NaN,"556,06","-20 287,85"
4621000000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021,NaN,"2 827,11","-23 114,96"
4621000000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021,NaN,"2 465,90","-25 580,86"
4621000000,4807,SAL,2021-03-31 00:00:00,104,B,03/2021 COT. CHAMBRE SAL.,NaN,"169,00","-25 749,86"
4621000000,4888,BLU05,2021-04-07 00:00:00,1160,B,Centre Commun de Sécurité Soci...,"3 407,97",NaN,"-22 341,89"
4621000000,4890,BLU05,2021-04-12 00:00:00,1162,B,Centre Commun de Sécurité Soci...,"4 000,00",NaN,"-18 341,89"
4621000000,4959,OD,2021-04-17 00:00:00,278,B,Centre Commun de Sécurité Soci...,"6 842,70",NaN,"-11 499,19"
4621000000,4894,BLU05,2021-04-21 00:00:00,1166,B,Centre Commun de Sécurité Soci...,"9 028,57",NaN,"-2 470,62"
4621000000,4852,SAL,2021-04-30 00:00:00,105,B,04/2021,NaN,"2 985,18","-5 455,80"
4621000000,4852,SAL,2021-04-30 00:00:00,105,B,04/2021,NaN,"2 466,18","-7 921,98"
4621000000,4950,BLU05,2021-05-19 00:00:00,1180,B,Centre Commun de Sécurité Soci...,"7 515,37",NaN,"-406,61"
4621000000,4957,OD,2021-05-31 00:00:00,276,B,MUTUALITE 16.05.2021,"968,11",NaN,"561,50"
4621000000,4909,SAL,2021-05-31 00:00:00,106,B,05/2021,NaN,"2 916,55","-2 355,05"
4621000000,4909,SAL,2021-05-31 00:00:00,106,B,05/2021,NaN,"2 459,97","-4 815,02"
4621000000,5004,BLU05,2021-06-21 00:00:00,1196,B,Centre Commun de Sécurité Soci...,"5 904,27",NaN,"1 089,25"
4621000000,4970,SAL,2021-06-30 00:00:00,107,B,06/2021,NaN,"2 985,18","-1 895,93"
4621000000,4970,SAL,2021-06-30 00:00:00,107,B,06/2021,NaN,"2 459,67","-4 355,60"
4621000000,,,,,,Solde compte créditeur,"423 556,84","427 912,44","-4 355,60"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,C/C Mme Patricia Neisius,NaN,"58 000,00","-58 000,00"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) APPORT PATRICA NEISIUS,NaN,"13 000,00","-71 000,00"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(BLU05) C/C Mme Patricia Neisi...,NaN,"250,00","-71 250,00"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(CS) DIFFERENCE CAISSE 31.12.2...,"74,08",NaN,"-71 175,92"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,NaN,"41,13","-71 217,05"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,NaN,"239,96","-71 457,01"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,NaN,"139,44","-71 596,45"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,NaN,"24,98","-71 621,43"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,NaN,"37,50","-71 658,93"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,(OD) C/C Mme Patricia Neisius,"48,20",NaN,"-71 610,73"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,C/C Mme Patricia Neisius,"2 000,00",NaN,"-69 610,73"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,05.02.2020 NEP,NaN,"4 000,00","-73 610,73"
4712130000,5015,AN,2021-01-01 00:00:00,40,S,C/C Mme Patricia Neisius,"73 610,73","73 610,73",
4712130000,4789,BLU05,2021-02-08 00:00:00,1130,B,Avce CCSS,NaN,"6 000,00","-6 000,00"
4712130000,4792,BLU05,2021-02-10 00:00:00,1133,B,vance TVA Neisius P.,NaN,"5 000,00","-11 000,00"
4712130000,4890,BLU05,2021-04-12 00:00:00,1162,B,REMB AVCE 08.02+10.02,"11 000,00","11 000,00",
4712130000,,,,,,Compte soldé,"86 733,01","86 733,01",NaN
4712150000,4840,BLU05,2021-03-09 00:00:00,1146,B,AVANCE TAFA,NaN,"700,00","-700,00"
4712150000,4840,BLU05,2021-03-09 00:00:00,1146,B,C/C M. FATJON TAFA,NaN,"3 000,00","-3 700,00"
4712150000,,,,,,Solde compte créditeur,NaN,"3 700,00","-3 700,00"
4714100006,5015,AN,2021-01-01 00:00:00,40,S,12/2020,NaN,"2 884,88","-2 884,88"
4714100006,4721,BLU05,2021-01-08 00:00:00,1114,B,Lorang Denis,"2 884,88","2 884,88",
4714100006,4689,SAL,2021-01-31 00:00:00,102,B,01/2021,NaN,"2 652,61","-2 652,61"
4714100006,4791,BLU05,2021-02-11 00:00:00,1132,B,Lorang Denis,"2 652,61","2 652,61",
4714100006,4764,OD,2021-02-28 00:00:00,273,B,Lorang Denis,NaN,"2 549,73","-2 549,73"
